current_load,io_intensity,cpu_usage,best_backend
102,0.07308509102615024,52.22894733111719,0
179,0.2736663849214577,35.997351817666946,1
92,0.9800054631968169,1.603640003064577,1
14,0.5962585752327021,56.244894127141876,1
106,0.7097370848010203,12.376066608401104,1
71,0.007357829625414536,8.00413240914406,0
188,0.5182057321825209,75.54990686967872,1
20,0.03752865753180312,0.9506202418105625,0
102,0.569230212091448,95.90084436087261,1
121,0.9207708496360754,51.52553641125769,1
74,0.9684191305004078,98.30164307061484,1
87,0.5405526753889242,5.7997572472708425,1
116,0.45820480525221596,58.35295488659133,1
99,0.945017094248494,34.93270359759112,1
103,0.6736098319966951,84.34824928142858,1
151,0.06489927953840946,36.122273523428625,0
130,0.46572557766749756,26.04875790573491,1
149,0.2402450184643039,85.75531270999133,1
52,0.46980432144868156,37.4653091653261,1
1,0.45546557200636173,1.6833319860561469,1
87,0.582144802814742,39.028910083933376,1
157,0.35677049034925123,65.45222690109419,1
37,0.16427044945592806,25.435953880638184,1
129,0.5037194345899563,43.19875924251573,1
191,0.8302028843457621,5.671513828222552,1
187,0.6640122280676023,58.80927915139572,1
20,0.33836786592521584,75.62949238603937,1
160,0.9355230227588572,41.33125614011103,1
57,0.9122075712491822,42.023263280146004,1
21,0.20934839938409877,8.828249858491644,1
88,0.039417585120362975,20.194086451198256,0
48,0.7413087083507622,15.467530312791267,1
58,0.8276102613491533,48.16877686615379,1
169,0.9678645659513553,52.925554095075015,1
187,0.8898363940883107,94.894013128426,1
14,0.6005347682064148,7.323150427723391,1
189,0.5300523392123808,59.98679731550472,1
189,0.02784105126258629,52.64985273282413,0
174,0.24665644684477783,51.62330979358292,1
189,0.45961475173292643,87.31592873828265,1
50,0.6285039000835678,20.55384706954865,1
107,0.5572518333184107,4.077327434137146,1
54,0.7426359896816905,67.22715076341925,1
63,0.27976693088704085,34.515746413598016,1
130,0.5649526076524732,1.7589916212524592,1
50,0.08814224339079213,25.13740072904138,0
134,0.41366552358320696,30.932677421681188,1
20,0.750160832954601,61.683837678424204,1
72,0.693400853429044,17.25857940492721,1
166,0.990642737172179,41.3054347953398,1
17,0.277891125987756,48.247544441783255,1
131,0.49818929917397914,45.92373913640909,1
88,0.3295304137739967,97.39407666667817,1
59,0.44060311405917474,4.550423779029611,1
13,0.8569501298693881,95.09681864523994,1
8,0.6842090751884866,58.19372139940333,1
89,0.8824411913475817,79.57277149698383,1
52,0.20351110833188646,43.039261801607545,1
129,0.873361117841438,45.38378812569805,1
83,0.05976227417838442,87.93264990158237,0
91,0.8885992804371524,89.59344962919022,1
110,0.3290737794607279,23.868888143129762,1
187,0.3145876334140665,19.924187858461817,1
198,0.5120885766986639,49.62351738699511,1
171,0.9406901877232318,90.02770271276917,1
7,0.04778136468140537,32.23550934061763,0
174,0.3522309750707453,65.20146153391313,1
34,0.8565719886833357,70.81516877406011,1
80,0.39605447743546673,77.86746648941558,1
163,0.199156897597067,56.392445792096325,1
49,0.4247941813314118,40.24551782789696,1
103,0.3855525014916693,96.70159887989729,1
131,0.9154162014667034,61.133075330285266,1
1,0.7619343757430971,72.85652116332709,1
133,0.5051155557440064,34.49828456958783,1
53,0.9883705667215711,66.99491810030801,1
105,0.4652775312759233,25.779766216412593,1
3,0.05823783082027523,24.509691752863617,0
53,0.2622743218149849,71.47222018094264,1
190,0.4360704802193126,52.13947362629351,1
145,0.1569026241461201,68.32766104223897,1
43,0.947565126324043,26.94384907480917,1
161,0.7668488978177731,59.87233410567304,1
189,0.26828720042777265,44.393364970311254,1
13,0.5908045335179158,59.69602868455279,1
94,0.721449157109572,29.087973224421937,1
47,0.941278928906798,71.54509636491238,1
14,0.8816353491754106,80.59293661594656,1
199,0.5151922261382137,25.991647385772364,1
189,0.7746526197930176,30.062055985564207,1
39,0.562144753827585,66.1154269719093,1
81,0.5527038900455401,69.55851743035441,1
110,0.1147419583381919,70.409968439745,0
52,0.12613765801615207,68.26985047758369,0
23,0.5295336150224574,39.28077169525388,1
153,0.2688615449790066,39.48536744036784,1
187,0.02103690246046863,25.481762364438143,0
123,0.7228392039002123,15.683369989636297,1
40,0.03248659669016496,69.25773793969057,0
156,0.5952768411040545,9.318878597231283,1
14,0.5391937941273144,93.77922867867817,1
44,0.9688146905778044,82.66863036714514,1
64,0.48421313934764165,85.7505739957256,1
88,0.06360143637779736,90.66688146151903,0
70,0.5516879678064617,40.86049707232401,1
8,0.8410961706161014,84.6700723350401,1
87,0.9968492842814399,15.806130029164933,1
128,0.4303431736890725,2.1641794608235676,1
135,0.3202987424967425,78.48913946638501,1
62,0.9066532969519989,7.47966479969393,1
138,0.19124212907612137,98.85246673259216,1
80,0.6154289150329266,67.4796429601556,1
135,0.4057144241809477,75.34497102421055,1
162,0.041082364955555284,24.580385627786594,0
162,0.34728847430569776,67.38653939196881,1
32,0.2652285225026746,4.321993725495721,1
122,0.6860911539434869,83.78257199236009,1
4,0.9487904976919181,16.962409303157244,1
40,0.26804718737863775,69.73580668337705,1
27,0.8114659391516817,22.448050123272832,1
134,0.05535981693840952,6.845316942604274,0
200,0.5381210100398132,48.14936785493943,1
71,0.07055006370989458,16.928621027278943,0
11,0.9340329911306393,72.94439883265498,1
161,0.7663512805573902,23.756584338348485,1
32,0.6579499112045923,34.24725562358289,1
47,0.8238963816246643,56.743925126447294,1
150,0.6475197955701631,28.496827757731158,1
61,0.9689443971742911,37.79881162099616,1
